Adresse;Stimmart;Bezirksnummer;Bezirksname;Wahlbezirk;Wahlbezirksart;Briefwahlbezirk;Abgeordnetenhauswahlkreis;Bundestagswahlkreis;OstWest;Wahlberechtigte insgesamt;Wahlberechtigte A1;Wahlberechtigte A2;Wahlberechtigte A3;Wählende;Wählende B1;Gültige Stimmen;Ungültige Stimmen;CDU;DIE LINKE;SPD;GRÜNE;AfD;FDP;Die PARTEI;Tierschutzpartei;PIRATEN;Die Grauen;FREIE WÄHLER;Gesundheitsforschung;ÖDP;du.;V-Partei;DKP;MLPD;BSo;SGP;LKR;NPD;Die Humanisten;Team Todenhöfer;Volt;dieBasis;B*;sonstige;BÜNDNIS21;EB: Direkt – bürgerschaftlich – unabhängig ;EB: erneuerung-klima.de;EB: Grundeinkommen-für-alle.org;Menschliche Welt - MENSCHLICHE WELT -;EB: Mieterinitiativen;EB: Parteifrei in den Bundestag;EB: Parteifrei, unabhängig und transparent. Für eine direktere Demokratie ohne Fraktionszwang und eine Amtszeitbeschränkung.;EB: www.weltrettung-durch-therapie.de;EB;EB: Zeit zählt!;aufn
03B5G;Erststimme;03;Pankow;5G;B;035G;5;76;O;0;0;0;0;538;538;530;8;55;137;118;89;55;25;10;17;2;0;8;9;3;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B5H;Erststimme;03;Pankow;5H;B;035H;5;76;O;0;0;0;0;1053;1053;1046;7;109;215;231;287;47;49;38;28;5;0;20;4;3;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B5I;Erststimme;03;Pankow;5I;B;035I;5;76;O;0;0;0;0;1039;1039;1033;6;61;207;222;353;48;51;29;27;7;0;8;8;5;0;0;0;0;0;0;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B5K;Erststimme;03;Pankow;5K;B;035K;5;76;O;0;0;0;0;1127;1127;1120;7;112;214;235;352;34;71;49;22;11;0;2;6;2;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B5L;Erststimme;03;Pankow;5L;B;035L;5;76;O;0;0;0;0;495;495;486;9;75;110;95;95;35;30;6;18;5;0;8;6;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B5M;Erststimme;03;Pankow;5M;B;035M;5;76;O;0;0;0;0;757;757;750;7;83;129;147;249;32;56;15;15;6;0;10;3;3;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B6A;Erststimme;03;Pankow;6A;B;036A;6;76;O;0;0;0;0;961;961;954;7;67;215;161;364;34;53;26;11;5;0;3;1;1;0;0;0;0;0;0;1;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B6B;Erststimme;03;Pankow;6B;B;036B;6;76;O;0;0;0;0;1039;1039;1038;1;70;193;160;455;16;54;32;17;8;0;10;2;4;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B6C;Erststimme;03;Pankow;6C;B;036C;6;76;O;0;0;0;0;1016;1016;1015;1;83;167;185;453;21;45;25;14;4;0;4;4;1;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B6D;Erststimme;03;Pankow;6D;B;036D;6;76;O;0;0;0;0;661;661;658;3;54;93;107;297;20;38;15;10;4;0;6;2;3;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B6E;Erststimme;03;Pankow;6E;B;036E;6;76;O;0;0;0;0;1202;1202;1199;3;82;177;196;575;29;55;29;21;3;0;9;1;5;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B6F;Erststimme;03;Pankow;6F;B;036F;6;76;O;0;0;0;0;601;601;598;3;36;88;99;288;10;35;13;6;2;0;3;1;0;0;0;0;0;0;0;1;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B6G;Erststimme;03;Pankow;6G;B;036G;6;76;O;0;0;0;0;699;699;691;8;63;92;116;330;22;36;11;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B6H;Erststimme;03;Pankow;6H;B;036H;6;76;O;0;0;0;0;901;901;896;5;67;123;164;387;24;55;20;15;4;0;6;6;4;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B6I;Erststimme;03;Pankow;6I;B;036I;6;76;O;0;0;0;0;1023;1023;1018;5;104;149;165;450;23;51;28;15;2;0;5;3;5;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B6K;Erststimme;03;Pankow;6K;B;036K;6;76;O;0;0;0;0;1089;1089;1084;5;82;201;195;467;21;50;19;12;7;0;7;3;7;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B6L;Erststimme;03;Pankow;6L;B;036L;6;76;O;0;0;0;0;1123;1123;1119;4;77;191;160;531;26;53;39;15;6;0;4;4;2;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B6M;Erststimme;03;Pankow;6M;B;036M;6;76;O;0;0;0;0;994;994;991;3;81;169;154;433;17;62;22;20;4;0;7;2;2;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B6N;Erststimme;03;Pankow;6N;B;036N;6;76;O;0;0;0;0;1132;1132;1126;6;96;166;168;526;20;72;27;17;2;0;8;1;5;0;0;0;0;0;0;1;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B6P;Erststimme;03;Pankow;6P;B;036P;6;76;O;0;0;0;0;969;969;968;1;71;129;160;463;17;63;20;16;7;0;5;2;2;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B7A;Erststimme;03;Pankow;7A;B;037A;7;76;O;0;0;0;0;970;970;961;9;102;149;178;286;60;71;43;25;5;0;11;9;6;0;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B7B;Erststimme;03;Pankow;7B;B;037B;7;76;O;0;0;0;0;1008;1008;1000;8;113;170;199;327;39;64;34;21;5;0;14;4;1;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B7C;Erststimme;03;Pankow;7C;B;037C;7;76;O;0;0;0;0;886;886;869;17;88;161;160;238;64;64;33;23;4;0;16;4;2;0;0;0;0;0;0;2;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B7D;Erststimme;03;Pankow;7D;B;037D;7;76;O;0;0;0;0;817;817;812;5;80;150;162;228;51;47;29;27;9;0;11;2;4;0;0;0;0;0;0;1;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B7E;Erststimme;03;Pankow;7E;B;037E;7;76;O;0;0;0;0;1070;1070;1068;2;93;179;179;422;37;69;36;26;5;0;3;6;4;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B7F;Erststimme;03;Pankow;7F;B;037F;7;76;O;0;0;0;0;1065;1065;1054;11;72;230;218;316;49;58;40;34;5;0;11;6;4;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B7G;Erststimme;03;Pankow;7G;B;037G;7;76;O;0;0;0;0;1085;1085;1077;8;90;184;223;400;43;60;25;10;21;0;6;2;3;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B7H;Erststimme;03;Pankow;7H;B;037H;7;76;O;0;0;0;0;1119;1119;1104;15;89;211;154;459;23;86;33;17;5;0;6;3;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B7I;Erststimme;03;Pankow;7I;B;037I;7;83;O;0;0;0;0;1057;1057;1035;22;117;206;226;241;66;58;53;38;3;0;0;0;2;5;0;0;3;0;0;0;0;5;0;0;8;0;0;0;0;0;2;0;0;2;0;0;0;0;
03B7K;Erststimme;03;Pankow;7K;B;037K;7;83;O;0;0;0;0;1046;1046;1038;8;100;182;179;373;36;62;56;20;4;0;0;0;2;3;0;0;0;0;0;0;0;3;0;0;13;1;0;0;0;0;1;0;0;3;0;0;0;0;
03B7L;Erststimme;03;Pankow;7L;B;037L;7;83;O;0;0;0;0;543;543;532;11;56;105;118;127;41;28;18;14;6;0;0;0;0;1;0;0;1;0;0;0;0;4;0;0;8;0;0;0;0;0;2;0;0;3;0;0;0;0;
03B7M;Erststimme;03;Pankow;7M;B;037M;7;83;O;0;0;0;0;1089;1089;1070;19;69;208;169;386;46;70;53;15;7;0;0;0;7;10;0;0;3;0;0;0;0;5;0;0;17;0;0;0;0;0;2;0;0;3;0;0;0;0;
03B8A;Erststimme;03;Pankow;8A;B;038A;8;76;O;0;0;0;0;1053;1053;1048;5;71;163;145;514;15;73;22;9;5;0;10;0;2;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B8B;Erststimme;03;Pankow;8B;B;038B;8;76;O;0;0;0;0;1197;1197;1192;5;131;152;229;500;26;83;23;12;8;0;7;4;2;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B8C;Erststimme;03;Pankow;8C;B;038C;8;76;O;0;0;0;0;1110;1110;1101;9;109;151;158;495;21;101;19;11;3;0;0;6;4;0;0;0;0;0;0;1;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B8D;Erststimme;03;Pankow;8D;B;038D;8;76;O;0;0;0;0;724;724;720;4;70;108;117;334;5;49;15;5;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B8E;Erststimme;03;Pankow;8E;B;038E;8;76;O;0;0;0;0;1094;1094;1083;11;111;170;196;419;17;91;15;20;8;0;8;3;2;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B8F;Erststimme;03;Pankow;8F;B;038F;8;76;O;0;0;0;0;1152;1152;1126;26;96;163;162;499;24;92;30;17;6;0;5;4;5;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B8G;Erststimme;03;Pankow;8G;B;038G;8;76;O;0;0;0;0;686;686;684;2;72;113;104;281;21;47;15;8;3;0;6;0;3;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B8H;Erststimme;03;Pankow;8H;B;038H;8;76;O;0;0;0;0;659;659;649;10;91;80;97;270;11;71;13;3;2;0;2;2;1;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B8I;Erststimme;03;Pankow;8I;B;038I;8;83;O;0;0;0;0;978;978;967;11;90;178;189;284;70;63;43;22;5;0;0;0;0;1;0;0;2;0;0;0;0;6;0;0;6;0;0;0;0;0;2;0;0;6;0;0;0;0;
03B8K;Erststimme;03;Pankow;8K;B;038K;8;83;O;0;0;0;0;1091;1091;1081;10;106;133;146;490;20;92;51;14;8;0;0;0;1;4;0;0;0;0;0;0;0;2;0;0;7;0;0;0;0;0;3;0;0;4;0;0;0;0;
03B8L;Erststimme;03;Pankow;8L;B;038L;8;83;O;0;0;0;0;1052;1052;958;94;78;136;127;452;27;63;47;7;0;0;0;0;5;4;0;0;0;0;0;0;0;1;0;0;6;2;0;0;0;0;0;0;0;3;0;0;0;0;
03B8M;Erststimme;03;Pankow;8M;B;038M;8;83;O;0;0;0;0;996;996;995;1;83;122;167;441;12;84;46;15;4;0;0;0;0;1;0;0;1;0;0;0;0;4;0;0;13;1;0;0;0;0;0;0;0;1;0;0;0;0;
03B8N;Erststimme;03;Pankow;8N;B;038N;8;83;O;0;0;0;0;509;509;507;2;26;65;63;266;5;39;24;5;1;0;0;0;7;0;0;0;0;0;0;0;0;1;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;
03B8P;Erststimme;03;Pankow;8P;B;038P;8;83;O;0;0;0;0;1108;1108;1103;5;120;190;215;366;38;80;41;21;2;0;0;0;2;1;0;0;1;0;0;0;0;5;0;0;16;1;0;0;0;0;0;0;0;4;0;0;0;0;
03B9A;Erststimme;03;Pankow;9A;B;039A;9;76;O;0;0;0;0;471;471;469;2;32;95;90;165;20;14;15;22;3;0;4;3;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B9B;Erststimme;03;Pankow;9B;B;039B;9;76;O;0;0;0;0;994;994;972;22;93;170;193;333;54;49;25;26;3;0;6;4;2;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B9C;Erststimme;03;Pankow;9C;B;039C;9;76;O;0;0;0;0;874;874;869;5;103;157;210;219;54;56;24;25;1;0;9;4;2;0;0;0;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03B9D;Erststimme;03;Pankow;9D;B;039D;9;83;O;0;0;0;0;612;612;605;7;77;135;226;42;37;34;17;18;6;0;0;0;1;1;0;0;0;0;0;0;0;3;0;0;4;0;0;0;0;0;2;0;0;2;0;0;0;0;
03B9E;Erststimme;03;Pankow;9E;B;039E;9;83;O;0;0;0;0;794;794;783;11;115;164;192;115;67;42;38;22;3;0;0;0;2;0;0;0;0;0;0;0;0;6;0;0;11;0;0;0;0;0;1;0;0;5;0;0;0;0;
03B9F;Erststimme;03;Pankow;9F;B;039F;9;83;O;0;0;0;0;653;653;643;10;84;135;210;61;58;29;18;23;2;0;0;0;2;0;0;0;1;0;0;0;0;6;0;0;5;1;0;0;0;0;2;0;0;6;0;0;0;0;
03B9G;Erststimme;03;Pankow;9G;B;039G;9;83;O;0;0;0;0;702;702;692;10;77;164;174;109;50;46;24;30;5;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;5;1;0;0;0;0;1;0;0;3;0;0;0;0;
03B9H;Erststimme;03;Pankow;9H;B;039H;9;83;O;0;0;0;0;803;803;797;6;81;156;155;191;47;54;53;32;3;0;0;0;1;4;0;0;2;0;0;0;0;0;0;0;11;4;0;0;0;0;1;0;0;2;0;0;0;0;
03B9I;Erststimme;03;Pankow;9I;B;039I;9;83;O;0;0;0;0;958;958;951;7;47;171;158;379;35;58;58;16;7;0;0;0;3;1;0;0;0;0;0;0;0;4;0;0;11;1;0;0;0;0;0;0;0;2;0;0;0;0;
03B9K;Erststimme;03;Pankow;9K;B;039K;9;83;O;0;0;0;0;897;897;890;7;80;147;156;306;41;47;54;30;4;0;0;0;3;1;0;0;1;0;0;0;0;2;0;0;13;1;0;0;0;0;3;0;0;1;0;0;0;0;
03B9L;Erststimme;03;Pankow;9L;B;039L;9;83;O;0;0;0;0;1169;1169;1164;5;94;150;150;557;30;64;74;17;2;0;0;0;6;2;0;0;2;0;0;0;0;1;0;0;11;0;0;0;0;0;3;0;0;1;0;0;0;0;
03B9M;Erststimme;03;Pankow;9M;B;039M;9;83;O;0;0;0;0;1244;1244;1239;5;107;194;201;520;29;70;64;16;2;0;0;0;4;2;0;0;2;0;0;0;0;4;0;0;21;0;0;0;0;0;3;0;0;0;0;0;0;0;
03B9N;Erststimme;03;Pankow;9N;B;039N;9;83;O;0;0;0;0;1298;1298;1289;9;121;149;205;620;21;72;57;11;4;0;0;0;1;2;0;0;1;0;0;0;0;6;0;0;15;3;0;0;0;0;1;0;0;0;0;0;0;0;
03B9P;Erststimme;03;Pankow;9P;B;039P;9;83;O;0;0;0;0;482;482;481;1;45;93;83;164;23;25;28;9;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;4;1;0;0;0;0;1;0;0;2;0;0;0;0;
03B9Q;Erststimme;03;Pankow;9Q;B;039Q;9;83;O;0;0;0;0;787;787;781;6;86;88;149;292;14;87;36;5;6;0;0;0;3;1;0;0;1;0;0;0;0;3;0;0;8;0;0;0;0;0;1;0;0;1;0;0;0;0;
03W100;Erststimme;03;Pankow;100;W;031A;1;76;O;1291;801;490;0;515;9;507;8;63;73;110;102;56;47;11;17;3;0;12;3;3;0;0;0;0;0;0;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W101;Erststimme;03;Pankow;101;W;031A;1;76;O;907;557;350;0;369;4;358;11;65;54;72;48;53;30;9;17;1;0;5;1;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W102;Erststimme;03;Pankow;102;W;031B;1;76;O;1696;994;702;0;637;2;614;23;77;110;145;94;83;39;19;25;1;0;12;4;1;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W103;Erststimme;03;Pankow;103;W;031C;1;76;O;1540;1122;418;0;501;3;491;10;63;70;136;29;105;41;8;15;1;0;9;6;4;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W104;Erststimme;03;Pankow;104;W;031D;1;76;O;1449;991;458;0;531;5;514;17;73;68;152;37;102;35;6;28;4;0;3;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W105;Erststimme;03;Pankow;105;W;031D;1;76;O;1059;767;292;0;490;0;472;18;57;87;147;36;83;18;16;14;3;0;3;5;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W106;Erststimme;03;Pankow;106;W;031E;1;76;O;1343;1103;240;0;533;1;504;29;57;68;114;36;136;23;16;24;4;0;15;7;1;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W107;Erststimme;03;Pankow;107;W;031E;1;76;O;889;646;243;0;383;4;368;15;41;42;112;26;83;25;5;17;4;0;9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W108;Erststimme;03;Pankow;108;W;031C;1;76;O;1355;1039;316;0;614;8;598;16;67;81;189;27;140;32;12;34;6;0;3;6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W109;Erststimme;03;Pankow;109;W;031G;1;76;O;1492;1007;485;0;715;0;700;15;135;81;162;34;192;57;8;15;1;0;10;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W110;Erststimme;03;Pankow;110;W;031G;1;76;O;1442;1049;393;0;628;7;615;13;57;81;149;62;138;47;13;38;3;0;10;8;1;0;0;0;0;0;0;2;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W111;Erststimme;03;Pankow;111;W;031I;1;76;O;1367;893;474;0;638;4;627;11;117;70;155;78;83;69;13;20;3;0;10;7;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W112;Erststimme;03;Pankow;112;W;031I;1;76;O;1234;845;389;0;513;11;497;16;84;53;118;54;102;44;6;18;4;0;4;6;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W113;Erststimme;03;Pankow;113;W;031K;1;76;O;1493;978;515;0;655;1;634;21;159;86;124;75;103;42;6;23;1;0;8;3;1;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W114;Erststimme;03;Pankow;114;W;031K;1;76;O;1011;579;432;0;443;2;434;9;104;45;101;52;75;38;7;6;0;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W115;Erststimme;03;Pankow;115;W;031H;1;76;O;981;559;422;0;419;6;412;7;65;50;111;58;58;39;8;11;0;0;7;1;1;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W116;Erststimme;03;Pankow;116;W;031F;1;76;O;1546;1056;490;0;607;1;591;16;85;65;151;71;122;55;15;16;2;0;5;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W117;Erststimme;03;Pankow;117;W;031F;1;76;O;1439;1091;348;0;631;5;611;20;93;67;139;73;118;50;14;37;3;0;8;5;1;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W118;Erststimme;03;Pankow;118;W;031H;1;76;O;1369;823;546;0;611;9;603;8;106;77;132;100;86;55;8;23;3;0;9;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W119;Erststimme;03;Pankow;119;W;031L;1;76;O;1389;863;526;0;556;4;540;16;101;63;108;43;130;48;11;20;3;0;8;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W120;Erststimme;03;Pankow;120;W;031N;1;76;O;1171;698;473;0;506;8;495;11;107;43;103;79;77;52;8;9;0;0;13;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W121;Erststimme;03;Pankow;121;W;031N;1;76;O;1245;791;454;0;595;4;585;10;112;68;125;78;88;59;13;21;2;0;10;5;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W122;Erststimme;03;Pankow;122;W;031M;1;76;O;1277;702;575;0;532;0;527;5;122;70;112;70;72;54;8;12;1;0;3;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W123;Erststimme;03;Pankow;123;W;031L;1;76;O;1258;848;410;0;626;10;614;12;117;72;164;61;109;52;5;18;1;0;10;1;1;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W124;Erststimme;03;Pankow;124;W;031H;1;76;O;1131;653;478;0;527;2;515;12;117;59;123;79;58;46;11;11;0;0;6;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W125;Erststimme;03;Pankow;125;W;031M;1;76;O;1280;777;503;0;579;2;567;12;109;68;128;66;104;50;9;14;7;0;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W126;Erststimme;03;Pankow;126;W;031N;1;76;O;1137;732;405;0;497;1;490;7;91;43;125;61;74;51;14;11;3;0;15;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W200;Erststimme;03;Pankow;200;W;032D;2;76;O;1421;811;610;0;544;9;531;13;129;49;107;90;69;56;6;11;0;0;10;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W201;Erststimme;03;Pankow;201;W;032A;2;76;O;636;511;125;0;392;5;380;12;74;38;75;9;118;33;2;20;1;0;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W202;Erststimme;03;Pankow;202;W;032A;2;76;O;866;605;261;0;450;2;443;7;102;36;74;58;98;38;3;19;1;0;8;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W203;Erststimme;03;Pankow;203;W;032B;2;76;O;1389;941;448;0;581;6;567;14;107;71;144;51;98;48;6;17;4;0;14;4;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W204;Erststimme;03;Pankow;204;W;032C;2;76;O;1189;767;422;0;500;4;488;12;104;56;127;34;73;44;12;28;2;0;5;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W205;Erststimme;03;Pankow;205;W;032C;2;76;O;1463;913;550;0;594;3;586;8;123;62;141;53;108;58;6;22;3;0;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W206;Erststimme;03;Pankow;206;W;032D;2;76;O;1427;853;574;0;644;16;633;11;139;40;136;80;131;67;13;16;2;0;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W207;Erststimme;03;Pankow;207;W;032F;2;76;O;1205;803;402;0;527;0;510;17;81;53;140;72;78;46;7;22;3;0;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W208;Erststimme;03;Pankow;208;W;032L;2;76;O;1510;949;561;0;621;4;608;13;112;75;177;77;85;48;5;12;3;0;9;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W209;Erststimme;03;Pankow;209;W;032K;2;76;O;1536;996;540;0;634;8;622;12;88;73;165;100;88;47;14;19;4;0;15;5;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W210;Erststimme;03;Pankow;210;W;032M;2;76;O;1225;662;563;0;485;8;479;6;82;61;115;95;49;45;4;14;2;0;8;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W211;Erststimme;03;Pankow;211;W;032F;2;76;O;1404;812;592;0;590;0;583;7;116;69;146;93;64;53;12;12;3;0;10;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W212;Erststimme;03;Pankow;212;W;032G;2;76;O;1447;840;607;0;562;7;550;12;74;79;112;149;54;40;13;14;2;0;7;2;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W213;Erststimme;03;Pankow;213;W;032H;2;76;O;1409;810;599;0;595;10;580;15;88;92;100;151;58;52;12;16;1;0;6;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W214;Erststimme;03;Pankow;214;W;032H;2;76;O;1360;747;613;0;518;8;510;8;39;101;95;142;51;48;8;8;4;0;10;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W215;Erststimme;03;Pankow;215;W;032E;2;76;O;1348;843;505;0;486;2;474;12;112;31;127;45;101;30;1;15;2;0;6;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W216;Erststimme;03;Pankow;216;W;032I;2;76;O;1544;953;591;0;628;8;619;9;79;75;163;99;98;52;8;21;2;0;10;4;2;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W217;Erststimme;03;Pankow;217;W;032I;2;76;O;1386;856;530;0;618;6;607;11;73;84;141;128;84;49;11;16;3;0;10;2;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03W218;Erststimme;03;Pankow;218;W;032E;2;76;O;1261;673;588;0;501;7;487;14;105;53;105;80;62;37;3;14;6;0;12;7;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
