Adresse;Stimmart;Bezirksnummer;Bezirksname;Wahlbezirk;Wahlbezirksart;Briefwahlbezirk;Abgeordnetenhauswahlkreis;Bundestagswahlkreis;OstWest;Wahlberechtigte insgesamt;Wahlberechtigte A1;Wahlberechtigte A2;Wahlberechtigte A3;Wählende;Wählende B1;Gültige Stimmen;Ungültige Stimmen;CDU;DIE LINKE;SPD;GRÜNE;AfD;FDP;Die PARTEI;Tierschutzpartei;PIRATEN;Die Grauen;FREIE WÄHLER;Gesundheitsforschung;ÖDP;du.;V-Partei;DKP;MLPD;BSo;SGP;LKR;NPD;Die Humanisten;Team Todenhöfer;Volt;dieBasis;B*;sonstige;BÜNDNIS21;EB: Direkt – bürgerschaftlich – unabhängig ;EB: erneuerung-klima.de;EB: Grundeinkommen-für-alle.org;Menschliche Welt - MENSCHLICHE WELT -;EB: Mieterinitiativen;EB: Parteifrei in den Bundestag;EB: Parteifrei, unabhängig und transparent. Für eine direktere Demokratie ohne Fraktionszwang und eine Amtszeitbeschränkung.;EB: www.weltrettung-durch-therapie.de;EB;EB: Zeit zählt!;aufn
07W103;Erststimme;07;Tempelhof-Schˆneberg;103;W;071B;1;81;W;1122;686;436;0;447;5;434;13;84;21;118;109;30;47;4;8;2;0;6;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;
07W104;Erststimme;07;Tempelhof-Schˆneberg;104;W;071C;1;81;W;1344;728;616;0;510;5;507;3;67;49;160;152;25;30;6;6;2;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W105;Erststimme;07;Tempelhof-Schˆneberg;105;W;071D;1;81;W;1208;578;630;0;448;18;441;7;49;43;126;168;15;24;1;6;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W106;Erststimme;07;Tempelhof-Schˆneberg;106;W;071E;1;81;W;1124;759;365;0;447;8;433;14;58;45;134;110;34;25;5;8;2;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;2;0;0;0;0;0;0;
07W107;Erststimme;07;Tempelhof-Schˆneberg;107;W;071F;1;81;W;1279;839;440;0;509;3;500;9;54;66;137;138;26;32;15;11;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W108;Erststimme;07;Tempelhof-Schˆneberg;108;W;071G;1;81;W;1237;845;392;0;509;7;498;11;46;59;163;156;18;30;4;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;3;0;0;0;0;0;0;
07W109;Erststimme;07;Tempelhof-Schˆneberg;109;W;071G;1;81;W;1017;496;521;0;398;9;393;5;63;31;88;163;17;18;3;2;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W110;Erststimme;07;Tempelhof-Schˆneberg;110;W;071H;1;81;W;1257;696;561;0;520;7;513;7;58;37;160;164;18;36;7;9;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W111;Erststimme;07;Tempelhof-Schˆneberg;111;W;071I;1;81;W;1236;659;577;0;475;11;466;9;64;45;134;151;24;22;5;8;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W112;Erststimme;07;Tempelhof-Schˆneberg;112;W;071K;1;81;W;1162;577;585;0;463;12;456;7;31;35;142;202;13;12;8;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;2;0;0;0;0;0;0;
07W113;Erststimme;07;Tempelhof-Schˆneberg;113;W;071L;1;81;W;1254;633;621;0;517;6;513;4;71;43;108;222;14;24;12;6;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W114;Erststimme;07;Tempelhof-Schˆneberg;114;W;071M;1;81;W;1350;745;605;0;530;3;520;10;70;39;151;170;19;41;5;16;3;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W115;Erststimme;07;Tempelhof-Schˆneberg;115;W;071N;1;81;W;1134;626;508;0;402;5;391;11;67;19;117;105;28;25;7;11;3;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W116;Erststimme;07;Tempelhof-Schˆneberg;116;W;071P;1;81;W;1119;567;552;0;416;3;411;5;75;31;99;114;21;32;4;11;5;0;7;0;4;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W117;Erststimme;07;Tempelhof-Schˆneberg;117;W;071R;1;81;W;1178;578;600;0;426;6;420;6;79;20;110;130;19;43;6;5;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W118;Erststimme;07;Tempelhof-Schˆneberg;118;W;071P;1;81;W;650;301;349;0;236;4;233;3;29;11;60;91;6;27;2;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W119;Erststimme;07;Tempelhof-Schˆneberg;119;W;071E;1;81;W;1165;710;455;0;382;2;375;7;53;44;114;79;16;45;7;6;2;0;3;0;1;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W120;Erststimme;07;Tempelhof-Schˆneberg;120;W;071N;1;81;W;1165;652;513;0;459;9;449;10;57;45;126;127;22;42;7;8;1;0;4;0;3;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W121;Erststimme;07;Tempelhof-Schˆneberg;121;W;071D;1;81;W;1225;710;515;0;464;5;453;11;68;32;149;115;30;32;5;6;2;0;7;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W122;Erststimme;07;Tempelhof-Schˆneberg;122;W;071S;1;81;W;1335;749;586;0;482;10;472;10;112;15;126;126;28;36;7;11;2;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W123;Erststimme;07;Tempelhof-Schˆneberg;123;W;071T;1;81;W;1136;639;497;0;436;4;433;3;33;41;127;165;11;21;7;9;1;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W124;Erststimme;07;Tempelhof-Schˆneberg;124;W;071U;1;81;W;1171;615;556;0;469;5;462;7;45;61;117;162;26;26;4;8;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;2;0;0;0;0;0;0;
07W125;Erststimme;07;Tempelhof-Schˆneberg;125;W;071V;1;81;W;1129;733;396;0;453;4;442;11;73;43;131;136;13;18;9;7;1;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W126;Erststimme;07;Tempelhof-Schˆneberg;126;W;071F;1;81;W;1165;817;348;0;434;9;419;15;38;66;133;108;9;32;10;9;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;3;0;0;0;0;0;0;
07W127;Erststimme;07;Tempelhof-Schˆneberg;127;W;071V;1;81;W;1171;722;449;0;451;0;441;10;34;61;136;140;17;18;10;6;5;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;9;0;0;0;0;0;0;3;0;0;0;0;0;0;
07W128;Erststimme;07;Tempelhof-Schˆneberg;128;W;071W;1;81;W;1209;764;445;0;493;8;481;12;63;77;130;128;27;26;7;3;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W129;Erststimme;07;Tempelhof-Schˆneberg;129;W;071W;1;81;W;1240;639;601;0;446;7;444;2;38;48;133;167;10;17;9;1;2;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W201;Erststimme;07;Tempelhof-Schˆneberg;201;W;072A;2;81;W;1238;597;641;0;475;5;464;11;62;34;141;147;18;35;5;9;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W202;Erststimme;07;Tempelhof-Schˆneberg;202;W;072B;2;81;W;1127;587;540;0;358;5;351;7;43;35;108;97;25;23;2;8;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W203;Erststimme;07;Tempelhof-Schˆneberg;203;W;072C;2;81;W;1148;542;606;0;419;0;415;4;71;21;106;156;22;29;3;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W204;Erststimme;07;Tempelhof-Schˆneberg;204;W;072D;2;81;W;1176;622;554;0;522;7;514;8;51;43;139;203;19;29;6;7;3;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;10;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W205;Erststimme;07;Tempelhof-Schˆneberg;205;W;072E;2;81;W;1394;749;645;0;586;9;579;7;51;44;183;239;9;27;6;12;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W206;Erststimme;07;Tempelhof-Schˆneberg;206;W;072F;2;81;W;1060;555;505;0;427;9;422;5;49;28;113;168;14;30;8;4;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W207;Erststimme;07;Tempelhof-Schˆneberg;207;W;072G;2;81;W;1271;698;573;0;457;1;445;12;69;39;149;113;15;27;7;12;3;0;6;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W208;Erststimme;07;Tempelhof-Schˆneberg;208;W;072H;2;81;W;1130;611;519;0;340;3;334;6;32;31;92;116;9;25;6;7;2;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W209;Erststimme;07;Tempelhof-Schˆneberg;209;W;072G;2;81;W;1020;523;497;0;375;2;371;4;46;32;101;130;11;28;7;6;2;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W210;Erststimme;07;Tempelhof-Schˆneberg;210;W;072I;2;81;W;1100;664;436;0;454;11;439;15;58;41;131;134;13;37;3;9;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W211;Erststimme;07;Tempelhof-Schˆneberg;211;W;072I;2;81;W;1145;623;522;0;466;12;457;9;40;44;125;181;16;23;9;2;4;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W212;Erststimme;07;Tempelhof-Schˆneberg;212;W;072K;2;81;W;1226;630;596;0;424;6;422;2;26;47;116;173;14;21;5;7;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;2;0;0;0;0;0;0;
07W213;Erststimme;07;Tempelhof-Schˆneberg;213;W;072K;2;81;W;1134;685;449;0;401;1;388;13;74;49;111;72;24;25;4;11;2;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W214;Erststimme;07;Tempelhof-Schˆneberg;214;W;072L;2;81;W;1137;584;553;0;452;19;448;4;34;45;127;187;7;20;8;5;1;0;4;0;3;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W215;Erststimme;07;Tempelhof-Schˆneberg;215;W;072M;2;81;W;1130;711;419;0;463;4;453;10;29;56;152;156;10;21;8;11;2;0;2;0;4;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W216;Erststimme;07;Tempelhof-Schˆneberg;216;W;072N;2;81;W;1227;612;615;0;426;6;422;4;18;36;129;181;11;23;6;9;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W217;Erststimme;07;Tempelhof-Schˆneberg;217;W;072M;2;81;W;1241;762;479;0;474;5;466;8;52;58;134;161;11;19;6;6;1;0;5;0;1;0;0;0;0;0;0;1;0;0;0;0;10;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W218;Erststimme;07;Tempelhof-Schˆneberg;218;W;072N;2;81;W;1169;597;572;0;411;1;405;6;31;38;110;175;10;12;7;4;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W219;Erststimme;07;Tempelhof-Schˆneberg;219;W;072P;2;81;W;1020;533;487;0;401;8;393;8;31;48;90;169;13;18;2;10;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W220;Erststimme;07;Tempelhof-Schˆneberg;220;W;072P;2;81;W;1206;624;582;0;466;8;461;5;29;43;124;212;7;23;8;5;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W221;Erststimme;07;Tempelhof-Schˆneberg;221;W;072R;2;81;W;1049;729;320;0;428;9;416;12;54;42;136;78;45;19;10;14;3;0;10;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W222;Erststimme;07;Tempelhof-Schˆneberg;222;W;072R;2;81;W;1230;705;525;0;450;4;438;12;99;42;128;69;27;23;9;22;3;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W223;Erststimme;07;Tempelhof-Schˆneberg;223;W;072S;2;81;W;1090;683;407;0;403;5;389;14;54;47;130;67;30;27;7;8;2;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W224;Erststimme;07;Tempelhof-Schˆneberg;224;W;072S;2;81;W;1577;977;600;0;590;8;581;9;68;48;174;172;24;46;10;13;2;0;5;0;4;0;0;0;0;0;0;1;0;0;0;0;13;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W225;Erststimme;07;Tempelhof-Schˆneberg;225;W;072T;2;81;W;1306;723;583;0;582;12;581;1;39;63;169;229;21;23;5;9;4;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;3;0;0;0;0;0;0;
07W226;Erststimme;07;Tempelhof-Schˆneberg;226;W;072U;2;81;W;1134;561;573;0;433;10;432;1;33;43;118;173;17;12;10;7;3;0;7;0;1;0;0;0;0;0;0;1;0;0;0;0;5;0;0;0;0;0;0;2;0;0;0;0;0;0;
07W227;Erststimme;07;Tempelhof-Schˆneberg;227;W;072H;2;81;W;1118;739;379;0;392;7;385;7;27;42;141;101;28;19;5;4;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;3;0;0;0;0;0;0;
07W228;Erststimme;07;Tempelhof-Schˆneberg;228;W;072V;2;81;W;1186;594;592;0;457;6;452;5;27;45;133;182;17;20;11;7;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;2;0;0;0;0;0;0;
07W301;Erststimme;07;Tempelhof-Schˆneberg;301;W;073A;3;81;W;1094;548;546;0;459;10;455;4;53;37;122;160;15;38;8;8;2;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W302;Erststimme;07;Tempelhof-Schˆneberg;302;W;073B;3;81;W;1194;578;616;0;486;8;482;4;54;22;147;176;18;43;5;6;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W303;Erststimme;07;Tempelhof-Schˆneberg;303;W;073C;3;81;W;1194;635;559;0;524;15;522;2;82;36;131;194;18;34;6;4;3;0;5;0;2;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W304;Erststimme;07;Tempelhof-Schˆneberg;304;W;073D;3;81;W;1206;548;658;0;474;11;463;11;65;33;105;191;21;27;8;4;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W305;Erststimme;07;Tempelhof-Schˆneberg;305;W;073E;3;81;W;1105;508;597;0;425;18;422;3;55;22;94;170;17;35;5;9;3;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W306;Erststimme;07;Tempelhof-Schˆneberg;306;W;073F;3;81;W;1132;548;584;0;433;5;429;4;48;22;111;171;24;26;7;4;8;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W307;Erststimme;07;Tempelhof-Schˆneberg;307;W;073G;3;81;W;1143;554;589;0;435;5;428;7;50;27;102;178;20;35;4;4;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W308;Erststimme;07;Tempelhof-Schˆneberg;308;W;073A;3;81;W;1053;487;566;0;411;5;407;4;45;22;118;172;9;33;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W309;Erststimme;07;Tempelhof-Schˆneberg;309;W;073H;3;81;W;1126;610;516;0;494;4;489;5;71;25;112;208;21;24;10;7;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W310;Erststimme;07;Tempelhof-Schˆneberg;310;W;073I;3;81;W;1143;557;586;0;465;10;456;9;76;24;113;178;11;33;5;0;2;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W311;Erststimme;07;Tempelhof-Schˆneberg;311;W;073K;3;81;W;1257;664;593;0;502;2;495;7;70;34;128;201;9;30;7;3;6;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W312;Erststimme;07;Tempelhof-Schˆneberg;312;W;073L;3;81;W;1137;547;590;0;439;6;428;11;68;32;106;171;7;29;3;5;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W313;Erststimme;07;Tempelhof-Schˆneberg;313;W;073I;3;81;W;1009;510;499;0;369;8;367;2;63;15;108;112;18;27;5;8;2;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W314;Erststimme;07;Tempelhof-Schˆneberg;314;W;073M;3;81;W;1210;601;609;0;478;9;474;4;56;27;140;175;21;27;4;11;5;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W315;Erststimme;07;Tempelhof-Schˆneberg;315;W;073N;3;81;W;1128;551;577;0;424;3;418;6;63;36;92;165;11;33;3;6;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W316;Erststimme;07;Tempelhof-Schˆneberg;316;W;073D;3;81;W;1147;570;577;0;439;12;434;5;53;16;120;162;15;44;6;9;1;0;2;0;2;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W317;Erststimme;07;Tempelhof-Schˆneberg;317;W;073P;3;81;W;1208;646;562;0;471;2;464;7;44;29;137;160;19;46;4;9;2;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W318;Erststimme;07;Tempelhof-Schˆneberg;318;W;073R;3;81;W;1205;632;573;0;517;18;507;10;71;26;140;188;15;31;17;9;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W319;Erststimme;07;Tempelhof-Schˆneberg;319;W;073S;3;81;W;1204;575;629;0;441;3;436;5;61;33;112;133;23;37;9;8;2;0;7;0;0;0;0;0;0;0;0;1;0;0;0;0;9;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W320;Erststimme;07;Tempelhof-Schˆneberg;320;W;073M;3;81;W;1114;519;595;0;411;8;407;4;62;30;83;175;14;29;4;5;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W321;Erststimme;07;Tempelhof-Schˆneberg;321;W;073T;3;81;W;1244;638;606;0;471;8;460;11;48;26;116;164;24;46;7;6;4;0;3;0;2;0;0;0;0;0;0;1;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W322;Erststimme;07;Tempelhof-Schˆneberg;322;W;073U;3;81;W;1095;702;393;0;494;10;482;12;72;39;149;155;14;25;8;8;5;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W323;Erststimme;07;Tempelhof-Schˆneberg;323;W;073U;3;81;W;1245;673;572;0;533;0;528;5;58;32;146;216;24;24;6;11;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W324;Erststimme;07;Tempelhof-Schˆneberg;324;W;073V;3;81;W;1157;840;317;0;491;5;475;16;69;41;165;84;26;37;14;14;4;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W325;Erststimme;07;Tempelhof-Schˆneberg;325;W;073V;3;81;W;1066;594;472;0;440;3;429;11;61;35;125;124;18;31;3;11;6;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W326;Erststimme;07;Tempelhof-Schˆneberg;326;W;073W;3;81;W;1256;826;430;0;479;5;470;9;67;40;171;82;24;42;6;14;7;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;2;0;0;0;0;0;0;
07W327;Erststimme;07;Tempelhof-Schˆneberg;327;W;073W;3;81;W;1199;800;399;0;504;7;493;11;86;44;124;91;47;40;9;28;2;0;7;0;2;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W328;Erststimme;07;Tempelhof-Schˆneberg;328;W;073X;3;81;W;1218;662;556;0;434;1;420;14;73;16;134;60;61;44;8;13;3;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W329;Erststimme;07;Tempelhof-Schˆneberg;329;W;073Y;3;81;W;1273;606;667;0;381;2;375;6;110;14;105;73;17;36;4;8;1;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W401;Erststimme;07;Tempelhof-Schˆneberg;401;W;074A;4;81;W;1223;678;545;0;536;9;519;17;87;47;148;167;15;30;5;7;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W402;Erststimme;07;Tempelhof-Schˆneberg;402;W;074B;4;81;W;1119;642;477;0;425;5;416;9;84;24;109;109;35;20;7;13;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W403;Erststimme;07;Tempelhof-Schˆneberg;403;W;074B;4;81;W;1206;750;456;0;442;3;424;18;108;31;123;83;16;33;3;11;3;0;3;0;2;0;0;0;0;0;0;1;0;0;0;0;5;0;0;0;0;0;0;2;0;0;0;0;0;0;
07W404;Erststimme;07;Tempelhof-Schˆneberg;404;W;074C;4;81;W;1232;780;452;0;472;6;465;7;83;38;162;104;24;26;9;7;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;4;0;0;0;0;0;0;
07W405;Erststimme;07;Tempelhof-Schˆneberg;405;W;074C;4;81;W;1155;589;566;0;500;0;495;5;72;49;101;229;13;20;2;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W406;Erststimme;07;Tempelhof-Schˆneberg;406;W;074D;4;81;W;1182;663;519;0;489;1;477;12;72;33;112;170;28;33;7;5;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W407;Erststimme;07;Tempelhof-Schˆneberg;407;W;074E;4;81;W;1146;588;558;0;421;4;417;4;53;38;121;138;17;20;5;10;1;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W408;Erststimme;07;Tempelhof-Schˆneberg;408;W;074F;4;81;W;1145;734;411;0;464;4;456;8;69;50;125;95;35;41;10;13;6;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W409;Erststimme;07;Tempelhof-Schˆneberg;409;W;074F;4;81;W;1219;722;497;0;400;4;390;10;86;30;107;51;45;38;9;11;1;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;2;0;0;0;0;0;0;
07W410;Erststimme;07;Tempelhof-Schˆneberg;410;W;074G;4;81;W;1053;621;432;0;347;5;337;10;50;39;107;54;19;25;9;18;1;0;8;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W411;Erststimme;07;Tempelhof-Schˆneberg;411;W;074G;4;81;W;1131;604;527;0;371;6;360;11;57;27;105;60;43;29;8;17;2;0;6;0;2;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W412;Erststimme;07;Tempelhof-Schˆneberg;412;W;074H;4;81;W;1068;672;396;0;451;4;444;7;74;38;122;89;37;42;11;16;2;0;8;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;
07W413;Erststimme;07;Tempelhof-Schˆneberg;413;W;074H;4;81;W;1235;751;484;0;450;3;442;8;70;44;164;70;31;35;5;12;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;2;0;0;0;0;0;0;
07W414;Erststimme;07;Tempelhof-Schˆneberg;414;W;074I;4;81;W;1071;557;514;0;372;5;364;8;61;20;97;61;48;30;11;16;5;0;6;0;1;0;0;0;0;0;0;3;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;
07W415;Erststimme;07;Tempelhof-Schˆneberg;415;W;074I;4;81;W;1131;574;557;0;353;7;346;7;85;17;76;71;33;31;7;11;2;0;7;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;3;0;0;0;0;0;0;
07W416;Erststimme;07;Tempelhof-Schˆneberg;416;W;074K;4;81;W;1248;769;479;0;503;8;494;9;62;45;133;132;33;37;11;14;3;0;8;0;1;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;3;0;0;0;0;0;0;
